Dataset	Date	Time(min)	Distance	Algorithm	Index	Optimizer	SS	DBS	CHS	SSE	CVS	NMI	ARI	CA	Clusters
dataset.txt	2025-02-06 15:10:35.057817	0.43972801764806113	cityblock	spectral	sse	default	-0.2007	0.6244	4.9948	22.0111	0.2452	-1.0	-1.0	-1.0	310:1:2:2
dataset.txt	2025-02-06 15:10:36.888592	0.008706804116566975	l1	kmeans	silhouette	default	0.3707	310.813	0.8155	30.2746	0.0056	-1.0	-1.0	-1.0	16:24:30:5:21:31:26:20:25:30:15:26:7:3:23:13
dataset.txt	2025-02-06 15:10:38.523825	0.005073173840840658	l1	kmeans	ch_score	default	0.3496	289.9327	0.8451	19.7032	0.0186	-1.0	-1.0	-1.0	54:50:36:44:62:48:21
dataset.txt	2025-02-06 15:10:40.297976	0.007189226150512695	l1	kmeans	db_score	default	0.3667	300.8544	0.7612	26.13	0.0127	-1.0	-1.0	-1.0	21:35:49:26:23:33:43:5:33:18:29
dataset.txt	2025-02-06 15:10:42.948022	0.02067395846048991	l1	kmeans	sse	default	0.3984	306.9928	0.8857	10.0467	0.0429	-1.0	-1.0	-1.0	171:144
dataset.txt	2025-02-06 15:10:44.369629	0.0007840911547342936	l1	agglomerative	silhouette	default	0.3465	267.8952	0.7526	35.5387	0.0052	-1.0	-1.0	-1.0	23:19:24:22:23:38:24:3:4:3:6:2:23:21:8:9:10:21:9:9:12:2
dataset.txt	2025-02-06 15:10:45.766193	0.0006639480590820313	l1	agglomerative	ch_score	default	0.2664	191.5382	1.0921	30.0264	0.019	-1.0	-1.0	-1.0	5:46:32:71:27:13:5:30:36:44:6
dataset.txt	2025-02-06 15:10:47.210059	0.0015941937764485678	l1	agglomerative	db_score	default	0.3465	267.8952	0.7526	35.5387	0.0052	-1.0	-1.0	-1.0	23:19:24:22:23:38:24:3:4:3:6:2:23:21:8:9:10:21:9:9:12:2
dataset.txt	2025-02-06 15:10:49.574784	0.017750950654347737	l1	agglomerative	sse	default	0.2497	212.8462	1.1523	13.9412	0.0614	-1.0	-1.0	-1.0	139:95:81
dataset.txt	2025-02-06 15:11:33.609654	0.6098436951637268	l1	spectral	silhouette	default	-0.3876	0.3974	10.7666	30.8851	0.1302	-1.0	-1.0	-1.0	288:1:2:3:3:14:4
dataset.txt	2025-02-06 15:12:26.269284	0.8557510495185852	l1	spectral	ch_score	default	-0.4544	0.4581	10.1032	45.0703	0.0765	-1.0	-1.0	-1.0	266:4:31:1:1:1:2:2:2:3:2
